company,location,layoff_count,date,pct_workforce,industry,source_url,stage,raised_mm,country,is_ai_company
Project44,Chicago,63.0,2022-07-15,5%,Logistics,https://www.freightwaves.com /news/project44-cuts-5-of- global-workforce-plans-for- engineering-first-focus,Unknown, $817.00 ,United States,False
StyleSeat,SF Bay Area,,2022-07-15,17%,Consumer,https://docs.google.com/sprea dsheets/d/13RoAEMURt- b7z31Pep9DbfDFpIUnxK5jnFh exL59_SQ/edit#gid=0,Series C, $40.00 ,United States,False
Aspire,SF Bay Area,23.0,2022-07-15,,Marketing,https://www.businessinsider.c om/influencer-marketing- firm-aspire-lays-off-staffers- creator-economy-2022-7,Series A, $27.00 ,United States,False
Heroes,London Non-U.S.,24.0,2022-07-15,20%,Retail,https://www.businessinsider.c om/amazon-rollup-heroes- quietly-laid-off-staff-2022-7,Unknown, $265.00 ,United Kingdo…,False
PACT Pharma,SF Bay Area,94.0,2022-07-18,,Healthcare,https://www.fiercebiotech.com /biotech/personalized-cancer- therapy-biotech-pact-pharma- lets-go-nearly-100-staffers,Series C, $200.00 ,United States,False
Lusha,New York City,30.0,2022-07-18,10%,Marketing,https://www.calcalistech.com/ ctechnews/article/rjqkrgx3q,Series B, $245.00 ,United States,False
Elemy,SF Bay Area,,2022-07-18,,Healthcare,https://bhbusiness.com/2022/ 07/18/several-large-autism- service-providers-in-the-u-s- are-undergoing-a-wave-of- layoffs-and-closures/,Series B, $323.00 ,United States,False
Gemini,New York City,68.0,2022-07-18,7%,Crypto,https://techcrunch.com/2022/ 07/18/crypto-exchange- gemini-executes-second- round-of-layoffs-less-than- two-months-after-axing-10- of-staff/,Unknown, $423.00 ,United States,True
Hydrow,Boston,,2022-07-18,35%,Fitness,https://www.bostonglobe.com /2022/07/21/business/rough- waters-tech-rowing-startup- hydrow-lays-off-35-percent- staff/,Series D, $269.00 ,United States,False
TikTok,Los Angeles,,2022-07-18,,Consumer,https://www.wired.com/story/t iktok-layoffs-company-wide- restructuring/,Acquired,,United States,False
Vimeo,New York City,,2022-07-18,6%,Consumer,https://www.businessinsider.c om/vimeo-conducts-layoffs- job-cuts-2022-7,Post-IPO, $450.00 ,United States,False
Freshly,New York City,,2022-07-18,25%,Food,https://www.crainsnewyork.co m/small-business/meal- delivery-firm-freshly-lays-25- percent-nyc-workforce,Acquired, $107.00 ,United States,False
Stint,London Non-U.S.,28.0,2022-07-19,20%,HR,https://sifted.eu/articles/startu p-tech-company-layoffs/,Unknown,,United Kingdo…,False
SellerX,Berlin Non-U.S.,28.0,2022-07-19,,Retail,https://sifted.eu/articles/layoff s-amazon-aggregators- downturn/,Unknown, $766.00 ,Germany,False
M1,Chicago,38.0,2022-07-19,,Finance,Internal memo,Series E, $323.00 ,United States,False
Olive,Columbus,450.0,2022-07-19,31%,Healthcare,https://oliveai.com/important- changes-to-our-business,Series H, $856.00 ,United States,False
Invitae,SF Bay Area,1000.0,2022-07-19,,Healthcare,https://www.genomeweb.com /business-news/invitae-lay- over-1000-workers-amid- restructuring-leadership- transition#.YtbajOzMK8D,Post-IPO," $2,000.00 ",United States,False
Capsule,New York City,,2022-07-19,13%,Healthcare,Internal memo,Series D, $570.00 ,United States,False
Flyhomes,Seattle,200.0,2022-07-20,20%,Real Estate,https://www.geekwire.com/20 22/seattle-real-estate-startup- flyhomes-cuts-20-of-staff- citing-uncertain-economic- conditions/,Series C, $310.00 ,United States,False
Varo,SF Bay Area,75.0,2022-07-20,,Finance,https://www.axios.com/pro/fin tech-deals/2022/07/20/varo- bank-lays-off-75,Series E, $992.00 ,United States,False
Just Eat Takeaway,Amsterdam Non-U.S.,390.0,2022-07-20,,Food,https://www.reuters.com/busi ness/retail-consumer/just-eat- takeaway-cut-staff-france- spokesperson-says-2022-07- 20/,Post-IPO," $2,800.00 ",Netherlands,False
BlueStacks,SF Bay Area,60.0,2022-07-20,,Other,https://inc42.com/buzz/exclusi ve-a16z-backed-bluestacks- lays-off-60-indian-employees/,Series C, $48.00 ,United States,False
Forma.ai,Toronto Non-U.S.,15.0,2022-07-20,9%,Sales,Internal memo,Series B, $58.00 ,Canada,True
Introhive,Ferdericton Non-U.S.,57.0,2022-07-20,16%,Sales,https://entrevestor.com/home /entry/introhive-lays-off-staff- braces-for-recession,Series C, $125.00 ,Canada,False
Zencity,Tel Aviv Non-U.S.,30.0,2022-07-20,20%,Other,https://www.calcalistech.com/ ctechnews/article/bysqkusnc,Unknown, $51.00 ,Israel,False
Splice,New York City,23.0,2022-07-20,,Media,https://www.washingtonpost.c om/business/2022/08/02/job- openings-labor-market-jolts/,Series D, $159.00 ,United States,False
Arc,SF Bay Area,13.0,2022-07-20,,HR,https://www.linkedin.com/post s/weitingliu_today-i-shared- the-hard-news-about-the- difficult-activity- 6955435904693878784-hl3J/,Seed, $1.00 ,United States,False
Lyft,SF Bay Area,60.0,2022-07-20,2%,Transportat…,https://www.wsj.com/articles/l yft-lays-off-about-60- employees-folds-its-car- rentals-for-riders- 11658340622,Post-IPO," $4,900.00 ",United States,False
Blockchain.com,London Non-U.S.,150.0,2022-07-21,25%,Crypto,https://www.coindesk.com/bu siness/2022/07/21/blockchain com-cuts-25-workforce-amid- crypto-bear-market/,Series D, $490.00 ,United Kingdo…,True
Callisto Media,SF Bay Area,140.0,2022-07-21,35%,Media,https://www.publishersweekly. com/pw/by-topic/industry- news/publisher- news/article/89897-callisto- media-promising-to-act- swiftly-and-decisively-lays-off- 35-of-workforce.html,Series D,,United States,False
AppGate,Miami,130.0,2022-07-21,22%,Security,https://m.marketscreener.com /quote/stock/APPGATE-INC- 128303647/news/APPGATE- INC-Costs-Associated-with- Exit-or-Disposal-Activities- form-8-K-41078857/,Post-IPO,,United States,True
WHOOP,Boston,95.0,2022-07-21,15%,Fitness,https://frontofficesports.com/f itness-company-whoop- slashes-workforce-by-15/,Series F, $404.00 ,United States,False
Rad Power Bikes,Seattle,63.0,2022-07-21,10%,Transportat…,https://www.geekwire.com/20 22/rad-power-bikes-cuts- about-10-of-staff-citing- economic-uncertainty-and- rising-operating-costs/,Series D, $329.00 ,United States,False
Lunchbox,New York City,60.0,2022-07-21,33%,Food,https://www.businessinsider.c om/lunchbox-lays-off- employees-as-food-tech- startups-face-downturn-2022- 7,Series B, $72.00 ,United States,False
RealSelf,Seattle,11.0,2022-07-21,5%,Healthcare,https://www.geekwire.com/20 22/cosmetic-treatment- review-platform-realself-lays- off-11-employees/,Series B, $42.00 ,United States,False
98point6,Seattle,,2022-07-21,10%,Healthcare,https://www.geekwire.com/20 22/health-care-startup- 98point6-lays-off-10-of- workforce-but-says-its-still-in- growth-mode/,Series E, $247.00 ,United States,False
Catalyst,New York City,,2022-07-21,,Support,Internal memo,Series B, $45.00 ,United States,False
InVision,New York City,,2022-07-21,50%,Product,https://www.linkedin.com/post s/clarkvalberg_yesterday-was- a-very-difficult-day-for-the- activity- 6955950170509320192-KCWJ/,Series F, $356.00 ,United States,False
Mural,SF Bay Area,,2022-07-21,,Product,Internal memo,Series C, $192.00 ,United States,False
Smarsh,Portland,,2022-07-21,,Other,https://www.oregonlive.com/si licon-forest/2022/07/smarsh- big-portland-tech-company- is-cutting-jobs.html,Private …,,United States,False
Eucalyptus,Sydney Non-U.S.,50.0,2022-07-22,20%,Healthcare,https://www.news.com.au/fina nce/business/other- industries/australian- healthcare-startup-fires-20- per-cent-of-staff/news- story/c582a96f5cc55a99962c2 c79aa7033a9,Series C, $69.00 ,Australia,False
Workstream,SF Bay Area,45.0,2022-07-22,,HR,LinkedIn,Series B, $58.00 ,United States,False
Quanto,Sao Paulo Non-U.S.,28.0,2022-07-22,22%,Finance,https://www.seudinheiro.com/ 2022/empresas/onda-de- demissoes-quanto-startup- facily-involves-lils/,Series A, $15.00 ,Brazil,False
Clarify Health,SF Bay Area,15.0,2022-07-22,5%,Healthcare,https://twitter.com/erinbrodwi n/status/15504951948055183 37,Series D, $328.00 ,United States,False
Wizeline,SF Bay Area,,2022-07-22,,Product,Internal memo,Acquired, $62.00 ,United States,False
Boosted Commerce,Los Angeles,,2022-07-22,5%,Retail,https://www.businessinsider.c om/amazon-aggregator- boosted-commerce-layoffs- 2022-7,Series B, $137.00 ,United States,False
Owlet,Lehi,,2022-07-22,,Healthcare,https://www.linkedin.com/fee d/update/urn:li:activity:695783 2944329580544/,Post-IPO, $178.00 ,United States,False
People.ai,SF Bay Area,,2022-07-22,,Sales,LinkedIn,Series D, $200.00 ,United States,True
Arete,Miami,,2022-07-22,,Security,https://www.crn.com/news/se curity/arete-ir-is-the-latest- cybersecurity-company-to- lay-off-staff,Unknown,,United States,True
Soluto,Tel Aviv Non-U.S.,120.0,2022-07-24,100%,Support,https://www.calcalistech.com/ ctechnews/article/s1xemk935,Acquired, $18.00 ,Israel,False
Included Health,SF Bay Area,,2022-07-25,6%,Healthcare,https://www.fiercehealthcare.c om/digital-health/digital- health-company-included- health-cuts-workforce-part- restructuring-move,Series E, $272.00 ,United States,False
Pear Therapeutics,Boston,25.0,2022-07-25,9%,Healthcare,https://www.massdevice.com/ pear-therapeutics-announces- layoffs/,Post-IPO, $409.00 ,United States,False
Zymergen,SF Bay Area,80.0,2022-07-25,,Other,https://www.bizjournals.com/s anfrancisco/news/2022/07/25/ zymergen-ginkgo-bioworks- zyme-dna-merger-job- cuts.html,Acquired, $974.00 ,United States,False
Shopify,Ottawa Non-U.S.,1000.0,2022-07-26,10%,Retail,https://www.wsj.com/articles/s hopify-to-lay-off-10-of- workers-in-broad-shake-up- 11658839047,Post-IPO, $122.00 ,Canada,False
McMakler,Berlin Non-U.S.,90.0,2022-07-26,,Real Estate,https://www.businessinsider.d e/gruenderszene/business/mc makler-massenentlassung- nach-firmenfeier/,Unknown, $214.00 ,Germany,False
Fiverr,Tel Aviv Non-U.S.,60.0,2022-07-26,8%,Other,https://en.globes.co.il/en/articl e-fiverr-lays-off-60-including- 30-employees-in-israel- 1001419413,Post-IPO, $111.00 ,Israel,False
Outbrain,New York City,38.0,2022-07-26,3%,Marketing,https://en.globes.co.il/en/articl e-fiverr-lays-off-60-including- 30-employees-in-israel- 1001419413,Post-IPO, $394.00 ,United States,True
Dover,SF Bay Area,23.0,2022-07-26,30%,Recruiting,https://blog.dover.io/changes- to-our-team/,Series A, $22.00 ,United States,False
Immutable,Sydney Non-U.S.,20.0,2022-07-26,6%,Crypto,https://www.cnet.com/tech/ga ming/crypto-star-immutable- creator-of-nft-game-gods- unchained-lays-off-over-20- staff/,Series C, $279.00 ,Australia,True
InDebted,Sydney Non-U.S.,40.0,2022-07-26,17%,Finance,https://www.news.com.au/fina nce/business/technology/start up-sacks-40-employees-amid- 200-million-valuation/news- story/891f316c53bb38c7f12d5 19b26f07ee5,Series B, $41.00 ,Australia,False
Skai,Tel Aviv Non-U.S.,30.0,2022-07-27,4%,Marketing,https://www.calcalistech.com/ ctechnews/article/ry0jnia39? prof=5211.Ctech- 5214.ctech.Startups,Series E, $60.00 ,Israel,True
Coinsquare,Toronto Non-U.S.,30.0,2022-07-27,24%,Crypto,https://betakit.com/coinsquar e-lays-off-24-percent-of-staff- amid-turbulent-crypto- market-shifted-focus-to- regulation/,Unknown, $98.00 ,Canada,True
Vox Media,Washington D.C.,39.0,2022-07-27,2%,Media,https://www.axios.com/2022/0 7/27/vox-media-layoffs- economic-uncertainty,Series F, $307.00 ,United States,False
Rivian,Detroit,840.0,2022-07-27,6%,Transportat…,https://www.cnn.com/2022/07 /27/business/rivian- layoffs/index.html,Post-IPO," $10,700.00 ",United States,False
Ribbon,New York City,136.0,2022-07-28,,Real Estate,https://www.inman.com/2022/ 07/28/ribbon-slashes-one- third-of-workforce-to-adjust- to-new-reality/,Series C, $405.00 ,United States,False
Metromile,SF Bay Area,60.0,2022-07-28,20%,Finance,https://techcrunch.com/2022/ 07/29/lemonade-closes-on- acquisition-of-insurtech- metromile-promptly-lays-off- about-20-of-its-staff/,Acquired, $510.00 ,United States,False
Laybuy,Auckland,45.0,2022-07-28,,Finance,https://www.stuff.co.nz/busine ss/300648897/laybuy-to-cut- 45-jobs-as-it-searches-for- profit,Post-IPO, $130.00 ,New Zealand,False
Allbirds,SF Bay Area,23.0,2022-07-28,,Retail,Internal memo,Post-IPO, $202.00 ,United States,False
TextNow,Waterloo Non-U.S.,22.0,2022-07-28,,Consumer,Internal memo,Seed, $1.00 ,Canada,False
Career Karma,SF Bay Area,60.0,2022-07-28,33%,Education,https://techcrunch.com/2022/ 07/28/career-karma- conducts-layoffs-as-tech-jobs- face-a-massive-stress-test/,Series B, $51.00 ,United States,False
Bikayi,Bengaluru Non-U.S.,,2022-07-28,,Retail,https://inc42.com/features/bik ayi-in-disarray-startup-hit-by- fraud-allegations-seller- exodus/,Series A, $12.00 ,India,False
Brainbase,Los Angeles,,2022-07-28,,Sales,https://medium.com/brainbas e/update-on-brainbase-2022- 645d46123393,Series A, $12.00 ,United States,True
Change.org,SF Bay Area,,2022-07-28,19%,Other,https://change- org.medium.com/restructuring -change-org-for-the-future- 1c83c1c5b704,Series D, $72.00 ,United States,False
Tapas Media,SF Bay Area,,2022-07-28,,Media,,Acquired, $17.00 ,United States,False
Turntide,SF Bay Area,,2022-07-28,20%,Energy,https://www.bizjournals.com/s anjose/news/2022/07/28/sunn yvale-based-turntide-cuts- more-than-100-jobs.html,Unknown, $491.00 ,United States,False
2U,Washington D.C.,,2022-07-28,20%,Education,https://www.insidehighered.co m/news/2022/08/01/online- program-enabler-2u-resets- its-pricing-model,Post-IPO, $426.00 ,United States,False
Ola,Bengaluru Non-U.S.,1000.0,2022-07-29,,Transportat…,https://economictimes.indiati mes.com/tech/startups/ola- to-fire-about-1000- employees-across-verticals- even-as-focus-shifts-to- electric- mobility/articleshow/9319441 1.cms,Series J," $5,000.00 ",India,False
Clearco,Toronto Non-U.S.,125.0,2022-07-29,25%,Finance,https://betakit.com/clearco- cuts-a-quarter-of-staff-amid- significant-headwinds/,Series C, $681.00 ,Canada,False
Imperfect Foods,SF Bay Area,50.0,2022-07-29,,Food,https://www.bizjournals.com/s anfrancisco/news/2022/07/29/ imperfect-foods-bayview-sf- hq-warehouse-layoffs.html,Series D, $229.00 ,United States,False
Shelf Engine,Seattle,43.0,2022-07-29,,Food,https://www.geekwire.com/20 22/seattle-startup-shelf- engine-lays-off-43- employees-due-to- challenging-economic- conditions/,Series B, $58.00 ,United States,False
Sherpa,Toronto Non-U.S.,22.0,2022-07-29,,Travel,https://www.linkedin.com/post s/maxtremaine_it-has-been- an-amazing-year-for-sherpa- activity- 6962384880487866368-v491/,Unknown, $11.00 ,Canada,False
CoinFLEX,Victoria Non-U.S.,,2022-07-29,,Crypto,https://coinflex.com/blog/coin flex-update-july-29-2022/,Unknown, $11.00 ,Seychelles,True
MissFresh,Beijing Non-U.S.,,2022-07-29,,Food,https://technode.com/2022/07 /29/chinese-online-grocer- missfresh-halts-core-business- and-begins-massive-layoff/,Post-IPO," $1,700.00 ",China,False
Yabonza,Sydney Non-U.S.,,2022-07-29,100%,Real Estate,https://www.smartcompany.co m.au/industries/property/yabo nza-liquidiation-tech-sector/,Unknown, $6.00 ,Australia,False
Quantcast,SF Bay Area,40.0,2022-07-29,6%,Marketing,https://digiday.com/media/ad -tech-firm-quantcast-cuts-6- in-headcount-as-economic- storm-clouds-gather/,Series C, $65.00 ,United States,False
Gatherly,Atlanta,,2022-07-31,50%,Marketing,Company exec,,,United States,False
Vee,Tel Aviv Non-U.S.,16.0,2022-07-31,32%,HR,https://www.calcalistech.com/ ctechnews/article/syarhxntq,Seed, $15.00 ,Israel,False
Metigy,Sydney Non-U.S.,75.0,2022-07-31,100%,Marketing,https://www.linkedin.com/post s/myrabeal_talent-tech- recruitment-activity- 6959703840858259456-V8Tv/,Series B, $18.00 ,Australia,False
Almanac,SF Bay Area,,2022-08-13,,Other,https://www.linkedin.com/post s/fabien-loup- b60431147_people-of- almanac-needing-a-job-after- layoff-activity- 6964159197059899392-mSen/,Series A, $45.00 ,United States,False
Anywell,Tel Aviv Non-U.S.,11.0,2022-08-14,,Real Estate,https://www.calcalistech.com/ ctechnews/article/rkndvd8a5,Series A, $15.00 ,Israel,False
Blend,SF Bay Area,220.0,2022-08-15,12%,Finance,https://www.housingwire.com/ articles/blend-takes-a-478m- loss-cuts-25-of-its-workforce/,Post-IPO, $665.00 ,United States,False
Sema4,Stamford,250.0,2022-08-15,13%,Healthcare,https://ir.sema4.com/news- releases/news-release- details/sema4-announces- continued-restructuring- business-highlights-and,Post-IPO, $791.00 ,United States,False
ThredUp,Chicago,,2022-08-15,15%,Retail,https://www.retaildive.com/ne ws/thredup-lays-off-15-of-its- corporate-workforce-as-q2- losses-widen/629766/,Post-IPO, $305.00 ,United States,False
ContraFect,New York City,16.0,2022-08-15,37%,Healthcare,https://www.benzinga.com/ge neral/biotech/22/08/28497436 /contrafect-cuts-workforce- after-trial-setback,Post-IPO, $380.00 ,United States,False
Updater,New York City,,2022-08-16,,Other,https://updater.com/updater- life/changes-to-team-2022,Unknown, $467.00 ,United States,False
Snapdocs,SF Bay Area,,2022-08-16,10%,Real Estate,Internal memo,Series D, $253.00 ,United States,False
Edmodo,SF Bay Area,,2022-08-16,100%,Education,https://www.edsurge.com/new s/2022-08-16-popular-k-12- tool-edmodo-shuts-down,Acquired, $77.00 ,United States,False
Crypto.com,Singapore Non-U.S.,,2022-08-16,,Crypto,https://decrypt.co/107509/sec ond-layoff-round-at-crypto- com-worse-than-june-cuts- sources,Unknown, $156.00 ,Singapore,True
Woven,Indianapolis,5.0,2022-08-16,15%,HR,Internal memo,Series A, $11.00 ,United States,False
Pliops,Tel Aviv Non-U.S.,12.0,2022-08-16,9%,Data,https://www.calcalistech.com/ ctechnews/article/hkch00dya5,Series D, $205.00 ,Israel,True
AlayaCare,Montreal,80.0,2022-08-16,14%,Healthcare,https://betakit.com/alayacare- lays-off-14-percent-of- employees-slows-ma-plans/,Series D, $293.00 ,Canada,False
Warren,Porto Alegre Non-U.S.,50.0,2022-08-17,,Finance,"https://www.terra.com.br/econ omia/dinheiro-em-dia/meu- negocio/exclusivo-warren- entra-na-tendencia-dos- layoffs-e-faz-demissao-em- massa,5f362a0a19e6049dce7d 13b912b0da76rfn0l7ku.html",Series C, $104.00 ,Brazil,False
Genesis,New York City,52.0,2022-08-17,20%,Crypto,https://www.reuters.com/tech nology/crypto-broker- genesis-taps-insider-interim- chief-cuts-jobs-by-20-2022- 08-17/,Series A,,United States,True
Tempo Automation,SF Bay Area,54.0,2022-08-17,,Other,https://www.bizjournals.com/s anfrancisco/news/2022/08/17/ tempo-automation-sf-layoffs- merger-spac.html,Series C, $74.00 ,United States,False
Swyftx,Brisbane Non-U.S.,74.0,2022-08-17,21%,Crypto,https://swyftx.com/au/media/ press-releases/changes-to- the-team-2022/,Unknown,,Australia,True
Fluke,Sao Paulo Non-U.S.,83.0,2022-08-17,82%,Other,https://startups.com.br/noticia s/exclusivo-fluke-demite- mais-de-80-e-e-comprada/,Seed,,Brazil,False
Malwarebytes,SF Bay Area,125.0,2022-08-17,14%,Security,https://techcrunch.com/2022/ 08/17/malwareybytes-layoffs/,Series B, $80.00 ,United States,True
New Relic,SF Bay Area,110.0,2022-08-18,5%,Infrastructu…,https://www.marketwatch.com /story/new-relic-commits-to- restructuring-plan-including- layoffs-271660823014,Post-IPO, $214.00 ,United States,False
